year,milage,engine_size,price
2005,315327,4.0,48416.99
2004,320000,4.3,50283.78
2012,187055,4.9,69609.37
2021,67481,2.8,82310.03
2018,142107,3.9,71533.09
2007,320000,4.5,52463.15
2011,278593,2.7,53433.11
2012,110590,3.0,62947.36
2010,302233,2.5,52448.7
2026,5878,4.5,95017.9
2025,19421,4.7,90160.34
2026,3523,4.7,91005.69
2011,165992,1.0,48959.36
2021,102314,4.6,80886.63
2019,72214,4.6,77839.33
2021,69275,2.8,77362.3
2004,224418,1.3,42599.87
2025,9743,1.9,81041.71
2025,7378,3.1,88399.48
2021,116690,2.2,72152.65
2015,182992,1.7,58355.5
2012,267315,3.4,57068.18
2006,320000,3.5,47928.52
2001,320000,4.4,47675.67
2025,12795,4.9,98212.34
2005,316435,2.1,34230.53
2009,228690,1.6,48532.7
2012,143405,3.8,64397.2
2018,145658,1.4,60627.28
2007,225998,2.0,42246.52
2005,262309,3.4,53598.75
2008,279914,1.2,45746.07
2008,266215,3.5,52629.13
2001,320000,4.3,52233.08
2010,202864,1.8,51365.09
2014,154593,4.2,69885.86
2012,162557,2.8,57870.63
2009,280076,2.2,53155.42
2024,22971,4.9,97372.59
2006,152535,3.3,54620.11
2022,75785,2.0,66829.74
2016,94807,1.9,68259.97
2017,129113,3.0,69822.73
2007,320000,3.1,48832.84
2026,11839,4.5,103566.96
2012,169226,3.8,60348.11
2013,140575,1.1,53998.76
2006,211539,1.2,46710.72
2012,144386,3.4,61572.77
2018,79986,1.1,70848.16
2025,16293,4.6,92725.57
2023,48455,1.2,76430.26
2004,193748,3.7,58793.25
2002,320000,1.1,29581.74
2025,7286,2.8,84940.14
2022,62790,3.4,78861.68
2004,256111,4.5,54250.87
2022,50384,2.9,83232.88
2020,90382,2.1,70309.51
2026,0,2.9,86923.66
2004,320000,3.3,41268.85
2022,66654,3.0,77036.58
2009,290324,3.4,52599.09
2014,89207,4.6,77755.29
2006,248401,2.7,43593.44
2001,225753,4.8,55011.49
2018,109857,2.3,65824.76
2002,300834,1.4,31898.41
2012,142139,4.2,68483.4
2005,319433,5.1,44168.7
2024,33731,4.7,89791.32
2012,275195,4.9,67022.71
2005,248149,4.3,54655.79
2025,0,2.7,93283.12
2018,55418,3.2,77519.66
2004,320000,5.1,54627.3
2009,284712,1.5,41100.24
2014,124215,1.9,57214.82
2020,77679,4.4,86066.83
2026,27113,4.7,95426.21
2022,36849,3.0,75465.98
2000,295285,4.3,45033.62
2012,260133,1.1,48870.92
2001,195872,1.0,37212.39
2008,174310,4.7,59107.76
2007,181630,2.4,52204.96
2007,294448,2.8,45318.63
2006,320000,4.1,53776.33
2010,170610,3.0,60602.19
2013,159162,4.5,67526.66
2025,17192,2.3,84002.2
2011,163607,1.1,50807.24
2000,320000,4.2,43882.35
2015,198281,1.7,52589.74
2008,320000,3.7,50971.82
2003,320000,4.4,49790.23
2018,129521,4.0,74571.25
2018,118391,4.2,79254.45
2009,221026,2.9,47776.6
2005,278244,4.4,55375.06
2013,194676,1.4,54510.25
2012,110396,2.5,57849.55
2026,0,2.3,85005.95
2000,320000,2.6,39816.56
2004,320000,3.0,45361.99
2021,70175,4.6,85803.55
2025,10528,1.9,79285.56
2016,95308,4.5,74079.59
2008,263017,3.1,52145.61
2005,258131,2.6,49700.23
2022,48771,3.2,82850.01
2016,186918,4.0,71355.39
2011,245108,1.9,50068.58
2011,239458,2.7,55138.38
2004,224629,3.4,51464.9
2022,88363,4.7,83917.28
2001,313129,1.3,28476.01
2026,0,4.8,100685.34
2004,310683,2.7,41868.15
2003,270632,3.8,49821.67
2001,320000,2.9,35890.91
2013,167829,4.1,72556.63
2001,320000,2.9,36710.85
2006,320000,4.0,43040.48
2021,58857,2.2,76138.4
2020,127777,4.0,79644.65
2009,230742,2.1,52332.71
2000,320000,3.7,42975.87
2004,290039,3.4,40213.4
2014,176106,1.7,57861.22
2012,162050,3.8,66290.26
2023,57560,3.0,74701.97
2013,170045,1.1,54639.74
2010,172089,1.4,50646.97
2016,152727,3.1,68665.63
2022,82516,1.6,76148.07
2022,59182,4.1,82698.61
2003,189782,1.0,40332.18
2011,139951,4.2,61412.57
2024,28154,1.6,81001.41
2021,73584,4.4,86897.75
2021,70984,3.8,80447.07
2003,320000,3.8,52164.28
2010,320000,3.0,52617.08
2022,46334,4.1,84974.03
2003,172008,1.8,46603.99
2019,102326,4.0,80505.13
2014,206069,3.6,60327.34
2019,119999,3.5,73862.49
2018,154847,4.8,76215.29
2002,320000,2.2,38998.17
2003,283135,4.0,51565.26
2009,209036,3.6,57157.66
2025,20655,4.6,98138.38
2025,13984,3.1,83744.04
2020,38277,1.9,76462.69
2006,215955,3.1,43807.39
2025,14413,5.0,94949.16
2019,75203,3.5,76299.91
2008,294670,4.1,53691.2
2019,92757,1.6,66852.05
2011,142446,4.6,69401.18
2012,120492,5.0,72002.81
2006,196696,1.8,45229.97
2017,111607,2.2,63790.93
2007,304097,2.9,47917.59
2024,25954,2.0,76279.86
2003,320000,1.9,32957.78
2006,181265,4.2,56304.31
2003,320000,2.2,36022.39
2006,320000,2.7,38301.59
2018,104583,4.9,77754.07
2025,3159,4.3,93825.52
2004,268914,3.3,46965.51
2006,240554,4.8,52834.3
2003,254950,2.9,46866.23
2021,80587,3.5,84327.47
2014,176010,3.8,68880.25
2009,169138,4.3,67029.53
2019,100219,2.4,74932.21
2002,320000,3.8,51752.57
2021,75079,4.6,86201.71
2002,300605,2.4,39683.74
2015,168291,5.0,74776.28
2000,320000,1.4,34790.29
2005,320000,2.3,42162.59
2016,183975,4.7,74693.38
2015,114595,3.1,63593.81
2012,231947,2.9,58493.83
2016,131936,1.8,67783.61
2022,34090,3.4,86965.63
2006,320000,1.1,33290.33
2026,17408,2.4,81323.5
2003,320000,2.7,41808.48
2026,5741,1.3,79896.53
2024,44127,2.4,84467.22
2011,235558,4.7,65443.64
2002,320000,1.8,31239.79
2010,139073,2.9,53067.88
2007,287608,4.9,57037.56
2015,165176,2.8,60455.46
2006,320000,2.4,43763.97
2001,275767,2.8,41841.72
2024,44893,1.0,72575.33
2023,26304,4.2,86362.59
2013,137591,2.3,63537.19
2022,32516,2.1,80162.92
2025,7208,4.7,97746.35
2024,26670,3.5,87594.68
2022,44998,4.2,88773.74
2001,320000,5.0,48069.12
2020,74529,3.7,76327.44
2024,26899,2.6,85666.07
2004,230827,3.0,47578.55
2001,320000,3.4,44451.46
2009,256050,5.2,63056.73
2022,75355,3.5,85402.87
2022,70341,4.3,88933.08
2015,183470,3.6,68534.28
2026,17554,4.8,91742.25
2004,277614,4.8,56491.35
2023,26443,3.4,80704.21
2023,79905,5.1,86086.62
2025,26419,5.1,97301.26
2007,320000,4.3,56375.26
2017,178579,1.2,63376.79
2007,274615,1.4,39921.64
2013,200679,1.6,54393.75
2025,27737,4.8,97074.41
2013,182190,4.9,68496.21
2020,63367,3.7,75034.19
2012,119171,2.1,55207.6
2000,320000,3.9,43946.66
2004,199224,5.0,54792.4
2018,102382,4.1,77364.76
2008,221347,4.8,59578.37
2008,310037,3.8,50440.38
2002,320000,2.3,35084.99
2022,66537,2.6,76825.16
2002,320000,1.3,29435.39
2014,136125,3.4,59885.87
2008,166776,4.0,62738.19
2024,46553,4.6,87310.03
2017,170529,1.1,61795.75
2001,300537,4.4,48295.8
2016,217621,2.6,63782.91
2004,320000,1.6,33215.38
2015,80627,3.8,72272.84
2006,320000,4.0,47174.08
2020,77514,2.2,75393.87
2012,120061,1.3,50554.9
2011,279888,3.1,51058.24
2023,42844,3.4,85584.19
2011,285151,1.7,46487.54
2006,320000,2.3,42433.59
2013,201633,1.6,54642.17
2021,93532,2.5,69325.53
2001,320000,2.4,35521.54
2007,272419,1.3,49002.84
2015,182604,3.6,65924.3
2006,218989,1.9,49672.53
2020,35903,3.1,78928.91
2001,320000,1.4,28116.66
2007,293607,4.7,57616.41
2015,132336,1.9,57118.26
2023,96704,2.9,76896.45
2009,284928,4.4,58223.32
2007,202667,1.7,43399.55
2025,9012,1.7,82484.08
2013,195749,2.6,58160.02
2005,299174,5.1,55046.79
2023,19287,5.2,94185.14
2000,302736,3.6,40843.08
2019,126057,1.2,63524.46
2024,3263,1.9,86155.18
2015,223117,5.0,67968.43
2024,0,2.3,85022.79
2016,181714,1.9,61782.17
2016,154176,2.5,62849.77
2002,213617,2.3,46102.99
2004,314764,4.4,50674.1
2018,120333,4.7,77170.94
2018,151371,4.2,71330.71
2016,129440,1.1,59757.33
2005,279638,3.1,46087.03
2002,262854,3.6,40987.0
2002,192709,3.0,44055.01
2003,290263,1.9,45673.23
2005,241661,1.7,42153.21
2026,0,3.5,86233.41
2021,56896,4.3,82356.5
2004,178490,2.1,44662.62
2008,235509,3.3,49894.63
2024,25424,3.4,87360.94
2012,209150,3.3,56758.12
2007,180097,4.9,66087.23
2008,248647,5.1,63156.78
2010,124219,4.0,69672.27
2014,185934,3.9,63227.25
2014,201403,2.7,60895.57
2014,174752,1.8,54673.72
2016,114221,1.1,61987.59
2008,204639,4.3,63023.43
2013,135362,1.1,57878.51
2022,69387,3.9,80223.57
2009,173449,1.4,47282.86
2026,0,1.6,82671.42
2013,127209,4.5,74818.82
2010,320000,4.0,47675.69
2018,67915,2.6,68634.01
2010,135425,1.1,53808.58
2010,157884,1.7,56601.5
2010,234564,3.6,61875.33
2014,101788,4.1,77192.24
2001,320000,2.9,42950.68
2010,202772,4.4,65311.73
2020,83009,4.6,83774.39
2008,184473,2.7,54682.51
2014,240721,2.5,57096.42
2008,315338,3.6,51060.74
2025,0,3.0,87884.68
2006,262153,2.4,45242.1
2020,45652,3.5,85995.18
2020,80716,1.2,67090.15
2010,140098,2.9,55698.06
2026,0,3.0,79804.49
2026,24718,4.1,94647.36
2000,209595,1.3,37978.13
2015,161788,1.2,53317.96
2005,280686,2.8,45173.1
2026,5700,1.4,86587.65
2026,0,4.2,95430.42
2011,169513,4.5,69216.42
2009,267928,3.5,56346.94
2022,37073,3.2,80903.81
2010,194163,1.9,50185.31
2019,106477,5.1,84303.69
2017,136848,3.0,67257.25
2007,264968,5.0,59330.38
2009,313276,3.5,55273.07
2025,21170,2.8,80778.48
2013,179396,1.9,59204.52
2011,231490,3.5,60211.67
2024,2159,1.8,84728.55
2015,205598,2.3,56063.96
2015,219175,2.8,59478.97
2010,299534,2.2,46281.72
2018,159650,1.1,61896.17
2001,219001,3.4,47033.14
2005,214732,1.3,35850.93
2022,40851,3.5,92743.92
2007,320000,4.6,53898.51
2026,677,5.2,100116.56
2024,22678,1.1,76865.74
2010,219903,2.8,49279.25
2024,34518,4.5,87760.2
2019,110256,2.8,68711.49
2021,52627,1.8,74718.45
2012,172243,4.2,66453.49
2003,320000,4.5,45121.58
2014,150840,1.7,58422.8
2022,25295,4.3,80671.25
2002,320000,3.4,41223.39
2000,320000,2.5,39941.17
2022,88418,4.8,81728.88
2016,116539,5.0,75398.15
2014,132241,3.1,62534.96
2018,140138,5.2,82115.65
2018,84966,3.0,71660.03
2011,150844,5.1,69831.53
2016,197751,3.7,68828.07
2012,246514,3.5,61822.37
2005,181519,3.3,51304.59
2020,125108,2.1,65180.88
2010,271744,3.4,50801.52
2024,0,3.4,88762.27
2010,239469,4.0,64856.12
2005,301361,1.2,42175.75
2022,12101,3.2,82690.76
2003,320000,2.5,38889.22
2026,15093,3.2,85125.25
2017,123155,4.8,76849.94
2013,162785,1.3,54794.29
2006,320000,3.5,47240.82
2005,320000,3.0,41372.14
2005,203096,2.2,43519.52
2022,56835,2.1,72288.07
2005,255316,2.3,47842.1
2000,320000,3.1,39277.88
2005,320000,3.5,54207.89
2016,128509,1.7,63552.96
2012,136296,3.3,61161.11
2010,202175,4.4,62338.94
2026,0,4.3,91743.23
2009,256681,4.2,62642.18
2022,68149,1.6,69237.42
2003,320000,5.0,52253.78
2014,186520,1.1,53535.01
2003,320000,3.6,45162.47
2002,221848,4.2,46536.55
2018,67951,3.0,71897.66
2018,118057,1.5,61943.41
2015,207981,4.2,65868.02
2012,278508,3.2,51924.07
2007,291931,3.2,45597.24
2021,88465,1.3,71875.66
2005,262746,4.2,55666.26
2013,202270,2.2,51182.65
2025,10679,5.0,99491.8
2018,106548,1.4,63423.28
2022,38583,1.3,72221.95
2005,320000,2.0,40589.37
2000,213209,3.2,45997.13
2022,82788,3.2,72845.28
2015,215030,2.8,62105.35
2021,99624,4.7,82036.61
2022,68107,3.8,84413.58
2010,165027,1.2,46552.04
2002,320000,3.1,42523.85
2026,0,5.1,94034.34
2008,320000,4.4,58519.39
2004,174769,3.4,49878.5
2015,161589,2.7,62684.7
2000,320000,1.4,31107.75
2001,246175,1.1,37278.82
2020,99922,2.2,74358.24
2002,279347,4.1,48437.98
2016,102387,3.3,67422.82
2012,267849,5.0,62118.25
2002,320000,2.1,35855.39
2025,6717,1.3,78631.3
2004,320000,4.4,55587.1
2017,92187,3.7,80237.78
2003,281816,2.9,41871.98
2015,137209,1.6,59152.52
2004,320000,3.3,41664.9
2023,54438,1.8,79321.37
2012,248228,4.6,62076.65
2000,320000,1.4,30017.81
2001,320000,1.4,34549.82
2014,243912,4.6,64535.65
2014,140511,4.1,74047.86
2008,267731,5.1,59009.82
2016,105794,2.4,61905.5
2021,91719,3.2,75530.57
2019,74740,1.1,66218.31
2020,130884,1.9,64221.05
2025,9840,3.8,87667.77
2005,296080,3.9,44686.67
2002,320000,2.5,36425.26
2003,320000,4.7,45745.3
2000,320000,2.9,35168.96
2007,320000,1.2,35643.66
2003,320000,2.2,39076.42
2024,35542,3.4,86003.76
2009,165003,1.7,54875.83
2005,236913,4.9,59494.5
2014,122910,3.0,66658.13
2011,133215,3.8,72080.14
2000,320000,1.7,33796.11
2025,8287,1.9,80890.96
2018,93922,3.0,77414.61
2022,75013,4.6,88225.33
2025,27994,2.0,79527.51
2023,66093,4.9,88828.13
2006,320000,3.1,47646.77
2020,70624,1.9,73500.0
2000,320000,3.3,37417.77
2009,197005,4.5,64071.81
2020,46856,1.7,76785.19
2018,138729,1.5,60452.65
2020,74252,2.5,72350.32
2020,121672,4.3,75256.91
2001,320000,1.2,30220.51
2015,93852,1.5,63742.63
2016,162143,4.0,72630.59
2004,320000,4.2,48142.71
2006,221804,3.4,50209.66
2013,176902,1.7,51029.1
2017,142693,1.2,64257.77
2022,76423,2.6,77486.13
2019,125336,4.7,79617.7
2026,427,3.2,87096.13
2006,199187,2.0,45072.54
2010,181388,5.0,64522.88
2007,314033,3.2,48733.08
2024,15296,1.7,80158.34
2016,149680,2.4,56950.39
2013,193078,1.2,62066.56
2015,108506,1.9,66826.88
2008,182014,1.4,47555.92
2023,45682,3.3,79794.9
2016,124947,2.0,61380.72
2013,166273,1.9,56545.46
2019,124993,5.0,81856.21
2021,87140,4.8,84110.46
2010,318719,2.2,51009.11
2019,109339,2.5,72015.43
2021,75135,2.6,74463.09
2017,158369,3.1,62563.67
2003,266551,1.2,37859.12
2005,277156,2.7,42315.99
2000,320000,1.6,30454.08
2007,247661,2.5,53858.01
2004,196827,2.7,45308.71
2015,111478,3.6,72461.52
2024,31191,1.7,77890.4
2001,320000,4.5,46364.7
2007,187977,3.3,51391.07
2001,318678,1.6,37452.51
2002,320000,4.6,38851.93
2001,320000,1.6,35383.65
2016,113496,3.7,72022.63
2024,22772,3.3,88351.85
2019,126068,5.1,78190.71
2018,162321,1.9,60144.71
2004,320000,1.9,34648.88
2022,39688,3.1,80996.41
2015,90122,3.3,66466.84
2026,0,4.2,93441.5
2010,235280,4.8,64466.62
2018,126718,2.6,66346.54
2012,148470,2.1,60676.39
2013,194128,1.5,61793.43
2002,265385,4.0,55353.6
2012,192162,2.9,59183.77
2004,206024,1.7,45083.97
2020,80771,1.5,62416.44
2019,92749,3.6,75888.47
2023,29931,5.1,93599.05
2012,146515,4.3,69509.01
2022,56638,5.0,89623.84
2024,46440,3.3,81877.65
2013,238537,2.8,59686.56
2025,34709,2.6,79006.33
2020,91094,1.3,67223.67
2007,308933,2.2,48921.99
2012,277631,4.5,63813.33
2002,320000,2.8,38317.35
2010,145965,1.8,50643.44
2009,155291,2.8,56323.85
2008,167706,3.3,58341.46
2009,115219,4.2,61350.81
2001,320000,1.4,31254.69
2012,176587,2.2,54140.53
2005,205791,2.3,46693.9
2006,320000,2.6,41307.34
2019,123108,1.7,67352.42
2023,44341,1.9,83142.9
2004,221771,1.2,35235.31
2015,111102,2.4,65305.4
2024,9193,4.8,93653.26
2016,91876,1.9,68887.4
2002,296611,4.1,47988.92
2020,88948,3.7,80267.24
2001,268704,1.3,39471.92
2016,182740,4.5,69254.58
2012,136441,1.5,54818.86
2014,202493,3.4,63310.16
2006,293739,2.0,40609.93
2023,22046,5.1,90378.09
2002,223617,4.8,50710.88
2025,0,3.5,92586.8
2001,320000,4.4,48415.61
2008,320000,4.9,52647.42
2014,87655,1.3,60222.57
2013,209465,3.7,60163.58
2007,239630,5.0,62818.42
2007,320000,2.9,42307.0
2015,182770,1.3,57448.87
2000,320000,4.5,46292.17
2004,320000,2.0,40465.79
2010,170673,3.7,64942.74
2000,320000,4.4,38497.41
2002,277881,2.6,39499.48
2000,320000,1.0,31166.94
2022,76611,2.7,72964.09
2003,306766,2.9,45362.55
2004,320000,1.5,33169.14
2021,119920,4.8,82073.22
2011,151805,4.5,67690.2
2012,221013,3.5,57008.82
2017,120285,2.0,66473.37
2016,116437,4.3,79674.65
2011,185414,2.8,56805.57
2023,54835,4.6,90769.87
2006,290794,3.0,41560.12
2005,199628,5.0,58117.56
2013,172697,3.1,66706.98
2023,18879,2.3,85004.68
2024,46496,2.7,81386.17
2020,51098,3.6,84014.94
2000,320000,4.8,50490.81
2019,91182,2.9,77130.78
2004,232812,2.3,48162.58
2023,40924,2.7,80730.78
2003,183738,5.2,60387.4
2003,320000,5.0,54516.14
2013,195343,4.5,72240.5
2014,140910,4.1,76499.19
2009,207761,3.5,60323.6
2013,244160,1.6,49507.35
2019,67345,2.5,77221.85
2017,83088,5.2,78037.43
2019,57788,3.4,74693.1
2006,285460,1.0,45630.28
2015,196914,1.1,53600.63
2003,320000,1.1,30464.75
2006,175028,3.1,48081.27
2026,0,1.5,83366.66
2001,270668,2.4,38102.27
2012,197666,4.2,65150.68
2013,211306,1.4,51620.2
2006,285266,5.1,58123.43
2001,290977,4.5,46148.3
2003,212456,1.2,38680.59
2019,59963,2.7,67544.45
2016,173706,1.4,55308.88
2015,98190,1.7,67234.16
2003,320000,4.8,53011.6
2014,106175,4.5,82599.43
2004,240902,3.7,51102.39
2008,258486,4.5,60044.24
2025,31650,1.5,80210.05
2012,230202,2.4,50561.55
2000,320000,3.3,33753.6
2016,174365,2.4,60925.75
2005,238488,3.2,49204.73
2000,240471,3.0,40205.28
2018,163755,2.7,63827.31
2017,103707,2.5,69286.23
2005,320000,2.9,44190.38
2020,88244,3.2,69088.79
2004,303276,1.9,40158.84
2013,164985,3.9,73389.2
2015,159216,3.7,72543.56
2003,249929,3.2,45061.22
2018,141565,4.3,74453.21
2013,227279,3.5,63930.44
2011,220259,4.9,69466.32
2019,122807,1.9,65922.22
2021,52583,1.5,71065.28
2013,245665,2.9,58261.02
2022,43541,4.1,89255.9
2001,320000,4.2,45858.04
2016,150787,1.1,53826.54
2007,281410,4.7,56575.68
2015,96307,3.0,64882.2
2016,103328,2.6,66910.43
2022,18219,1.6,78917.8
2015,102403,4.8,76188.11
2000,320000,2.2,33832.54
2026,23101,2.4,86005.3
2013,187520,2.4,61064.68
2003,320000,4.4,47156.46
2003,316918,3.6,46780.21
2000,202921,1.2,38139.28
2005,320000,2.2,37841.05
2007,306928,2.4,40161.61
2025,8572,3.6,95671.65
2021,86603,5.0,85958.4
2000,320000,2.2,35863.99
2009,260893,5.1,61407.43
2008,279928,1.0,35720.85
2012,240031,2.2,54877.05
2004,267747,1.3,33095.9
2007,236037,2.2,44590.61
2015,135658,3.8,71699.1
2014,101177,3.0,61127.66
2022,15425,3.5,86220.5
2024,49261,3.4,83919.99
2010,221716,1.5,49839.15
2022,97969,4.8,86289.6
2022,70811,5.1,89371.64
2009,247677,3.2,52378.79
2011,156171,4.0,62832.22
2016,103443,4.0,77353.7
2024,21517,2.5,78581.22
2020,77499,5.0,83171.56
2022,42310,2.3,77024.21
2021,78737,4.9,84752.51
2004,320000,2.6,39567.69
2005,248765,2.0,43500.49
2023,53436,4.8,91155.11
2012,202166,4.3,62236.5
2005,233632,4.0,51543.9
2008,222753,3.4,52024.57
2013,184503,4.2,66007.43
2015,191173,4.4,65876.86
2005,197103,2.5,48670.18
2006,320000,4.1,49212.66
2010,175509,4.1,68685.52
2005,320000,1.0,33734.9
2026,11340,3.5,93711.64
2000,229133,2.8,41153.31
2020,63290,3.1,71699.6
2007,283998,4.6,61136.38
2014,217273,2.1,55271.22
2008,290717,1.3,44055.6
2025,31211,2.9,81852.83
2026,2082,2.3,83016.72
2009,228907,2.9,55816.02
2000,216516,2.1,36080.99
2004,320000,5.0,58881.01
2019,120752,4.8,79015.94
2022,55590,2.7,77458.52
2001,217290,3.8,52567.38
2000,320000,2.1,39260.21
2013,102217,1.2,60150.88
2021,84385,1.4,71550.35
2020,117251,3.5,74357.38
2000,320000,1.7,33851.94
2026,0,3.7,97242.56
2007,191884,1.8,48545.89
2006,320000,4.3,45732.51
2009,131184,2.4,57681.4
2020,100569,4.1,82731.0
2008,294533,3.4,47114.96
2017,125417,4.1,74641.73
2006,202767,2.5,55296.52
2003,316744,3.7,43328.62
2002,320000,2.0,29686.95
2011,162691,1.9,54257.12
2000,239411,3.1,44846.99
2015,204577,3.7,62549.17
2020,66631,1.9,67897.85
2015,123295,1.7,60326.29
2012,254916,4.8,64734.83
2004,317467,2.5,38899.05
2004,320000,5.0,47685.39
2003,320000,1.6,38059.63
2002,283149,4.2,53584.79
2015,116637,4.9,78500.15
2007,251662,2.8,46676.43
2017,173999,2.6,63291.05
2009,181312,1.8,52106.14
2008,320000,3.6,51531.02
2012,178421,3.3,60782.97
2009,203932,4.6,63689.07
2002,228143,3.9,52681.14
2000,232243,3.1,40908.77
2026,20977,1.7,84483.33
2002,320000,2.2,36627.41
2007,320000,5.0,52752.54
2010,295628,4.5,52452.48
2011,267289,4.3,63302.19
2020,103620,4.8,76888.14
2019,63602,3.9,78900.54
2016,135113,2.6,75858.57
2008,227468,1.1,42233.14
2025,7730,4.8,100094.31
2002,251861,2.1,36832.82
2008,159283,3.7,56965.55
2010,229098,4.3,62470.67
2009,291076,4.1,61007.75
2014,154027,2.8,59785.04
2001,320000,2.9,34478.42
2022,85745,1.7,70115.86
2004,320000,1.1,37014.96
2009,297382,1.4,45179.37
2015,162610,1.6,61346.49
2024,10314,4.7,93839.92
2015,79325,4.3,74655.39
2014,211663,5.0,71598.87
2006,271218,4.9,57956.97
2019,68506,3.7,81833.93
2015,116429,4.5,74708.14
2000,320000,3.6,39515.18
2011,113875,4.6,70775.56
2024,6276,3.3,87089.84
2023,28373,1.3,73557.48
2005,320000,3.0,46037.02
2019,100603,2.4,70159.34
2008,262719,3.7,57361.88
2020,125622,1.4,63220.76
2014,137500,2.7,61936.6
2008,149284,4.0,65510.37
2025,35078,3.5,88477.77
2006,249644,4.9,60979.8
2009,184561,2.0,52968.07
2025,13459,5.2,99486.93
2005,320000,2.0,39088.03
2005,320000,1.8,45219.51
2025,10685,4.3,92409.91
2013,193723,3.1,59795.5
2021,72279,2.7,74663.84
2002,320000,2.1,35338.77
2017,105983,1.5,60001.75
2002,226588,4.8,51614.08
2011,136912,1.0,51300.34
2005,209995,3.1,53546.83
2011,113776,4.7,69545.25
2010,86935,3.7,70204.79
2025,7739,3.6,93878.66
2017,170530,2.6,61908.27
2001,261111,3.6,45093.63
2013,232779,1.6,51704.48
2020,82486,4.3,86493.93
2013,237652,3.1,59197.87
2016,202554,1.5,59672.46
2013,270557,4.2,65510.61
2026,18863,2.0,86137.27
2017,112770,2.5,70047.52
2015,189529,4.2,65082.05
2025,8656,4.3,94822.05
2007,172882,2.8,51554.0
2020,104605,1.8,72331.14
2021,50813,2.6,78771.92
2009,196663,5.0,65948.58
2026,16681,4.8,98276.99
2007,320000,5.0,54436.83
2024,34974,1.4,74447.98
2000,301092,4.8,56567.54
2007,176862,2.4,47967.67
2008,320000,1.4,42928.47
2009,163953,1.6,51104.47
2011,204659,4.2,64925.75
2020,101464,3.1,76210.27
2011,227118,2.2,54304.45
2016,89203,4.6,77912.06
2003,213261,2.4,47605.17
2000,320000,2.7,35441.95
2010,196348,4.5,68284.38
2003,266711,2.8,42602.99
2002,320000,2.8,36638.5
2002,289651,1.1,32911.94
2007,304797,4.4,57486.37
2004,320000,5.1,49003.9
2003,269018,4.2,49266.87
2008,320000,4.0,50656.78
2006,320000,2.2,36747.05
2026,7971,2.0,76581.09
2017,105791,1.2,63911.78
2018,118528,2.9,66984.71
2018,133582,1.7,63970.0
2001,320000,2.7,33684.87
2013,244163,1.1,51502.85
2016,187012,3.3,63052.64
2025,8549,1.2,76131.29
2011,192264,4.0,62883.0
2007,243333,4.0,56615.61
2020,92773,4.3,79635.01
2004,320000,1.3,43388.43
2023,16158,3.7,88646.28
2009,237922,4.9,58956.08
2001,285584,1.9,36467.83
2009,188805,3.7,59836.89
2026,4169,1.3,79887.29
2011,168595,4.7,68498.68
2001,320000,2.8,40636.36
2010,313186,1.6,42982.22
2019,103702,3.7,74426.41
2001,320000,4.8,49223.8
2024,28378,5.0,93403.63
2020,73742,1.8,69472.02
2020,97073,1.8,61884.98
2020,73407,4.2,78343.54
2004,258021,3.0,44751.32
2021,88755,4.8,79336.54
2005,318494,2.9,42643.17
2004,320000,3.8,47936.02
2001,305342,3.0,34622.66
2003,176142,2.0,48495.85
2003,320000,1.5,34924.97
2023,49145,3.4,80758.67
2001,300366,3.6,47605.59
2017,154004,4.4,72556.05
2001,320000,2.0,29138.52
2025,0,1.3,77558.32
2015,141375,4.4,71749.78
2013,241140,1.8,45826.86
2002,283408,4.0,53660.55
2023,59900,3.2,83039.46
2011,242761,2.2,52606.11
2003,212639,4.4,57680.81
2019,137577,3.2,72797.89
2025,7982,4.5,98082.13
2000,320000,1.9,34455.71
2005,225136,5.1,63481.14
2017,182171,2.6,62949.87
2001,238478,2.2,39724.42
2020,120519,1.1,67444.44
2016,107456,3.9,76785.29
2014,113528,4.2,76566.12
2008,192393,4.8,63903.43
2012,138932,2.2,56873.35
2002,312977,5.2,55714.79
2019,82887,2.5,71349.83
2016,115488,4.5,79241.02
2014,229332,3.8,62864.43
2021,83679,4.8,80144.11
2013,152495,1.5,55399.57
2010,194421,2.2,50055.72
2021,83321,2.4,71260.96
2025,19223,4.6,93991.16
2022,76455,3.8,83665.18
2013,181729,1.5,56687.67
2009,309180,4.6,61880.97
2003,320000,3.0,43329.16
2011,126265,1.7,56910.32
2022,46202,2.5,78300.15
2021,73777,2.1,74423.43
2003,320000,2.7,39832.59
2014,185308,1.8,55815.84
2018,155854,1.1,61542.99
2018,105217,2.1,65267.02
2023,53157,5.1,92038.36
2002,320000,3.1,43574.97
2012,158073,3.5,57724.14
2002,320000,1.4,30182.05
2019,131367,4.2,77924.11
2014,129911,1.4,59532.34
2011,164497,1.2,47457.19
2022,48020,3.4,83400.51
2022,65092,2.8,73617.17
2008,234435,1.8,44336.7
2022,62804,3.4,79276.97
2025,4812,4.3,88513.62
2001,320000,2.1,32742.21
2020,84624,2.5,70481.24
2003,270642,1.1,32724.73
2021,51431,5.1,90605.33
2018,87387,5.1,82357.06
2022,35365,4.4,85012.11
2015,171423,4.4,73368.16
2006,180664,4.0,59893.53
2018,72943,2.7,71328.16
2008,296844,3.6,53918.89
2000,269362,2.7,35630.52
2003,292223,4.4,51952.75
2023,42152,4.2,84990.83
2010,204683,3.2,58283.42
2003,320000,3.4,35437.51
